,BFT.WA
2023-06-14,
2023-06-14,
2023-06-14,
2023-06-14,
2023-06-14,1416.60107421875
2023-06-15,
2023-06-15,
2023-06-15,
2023-06-15,
2023-06-15,
2023-06-15,1445.9100341796875
2023-06-16,
2023-06-16,
2023-06-18,
2023-06-18,
2023-06-18,
2023-06-18,1441.0252685546875
2023-06-19,
2023-06-19,
2023-06-19,
2023-06-19,
2023-06-19,
2023-06-19,1421.4859619140625
2023-06-20,
2023-06-20,
2023-06-20,
2023-06-20,
2023-06-20,
2023-06-20,1426.3707275390625
2023-06-21,
2023-06-21,
2023-06-21,
2023-06-21,
2023-06-21,1499.6431884765625
2023-06-22,
2023-06-22,
2023-06-22,
2023-06-22,
2023-06-22,
2023-06-22,1533.8370361328125
2023-06-23,
2023-06-23,
2023-06-25,
2023-06-25,
2023-06-25,
2023-06-25,1484.98876953125
2023-06-26,
2023-06-26,
2023-06-26,
2023-06-26,
2023-06-26,
2023-06-26,1450.794921875
2023-06-27,
2023-06-27,
2023-06-27,
2023-06-27,
2023-06-27,
2023-06-27,1450.794921875
2023-06-28,
2023-06-28,
2023-06-28,
2023-06-28,
2023-06-28,
2023-06-28,1499.6431884765625
2023-06-29,
2023-06-29,
2023-06-29,
2023-06-29,
2023-06-29,
2023-06-29,1494.7584228515625
2023-06-30,
2023-06-30,
2023-07-02,
2023-07-02,
2023-07-02,
2023-07-02,1504.528076171875
2023-07-03,
2023-07-03,
2023-07-03,
2023-07-03,
2023-07-03,
2023-07-03,1480.1038818359375
2023-07-04,
2023-07-04,
2023-07-04,
2023-07-04,
2023-07-04,
2023-07-04,1480.1038818359375
2023-07-05,
2023-07-05,
2023-07-05,
2023-07-05,
2023-07-05,
2023-07-05,1543.606689453125
2023-07-06,
2023-07-06,
2023-07-06,
2023-07-06,
2023-07-06,
2023-07-06,1494.7584228515625
2023-07-07,
2023-07-07,
2023-07-09,
2023-07-09,
2023-07-09,
2023-07-09,1651.072998046875
2023-07-10,
2023-07-10,
2023-07-10,
2023-07-10,
2023-07-10,
2023-07-10,1621.7640380859375
2023-07-11,
2023-07-11,
2023-07-11,
2023-07-11,
2023-07-11,
2023-07-11,1670.6123046875
2023-07-12,
2023-07-12,
2023-07-12,
2023-07-12,
2023-07-12,
2023-07-12,1636.41845703125
2023-07-13,
2023-07-13,
2023-07-13,
2023-07-13,
2023-07-13,1646.1881103515625
2023-07-14,
2023-07-14,
2023-07-16,
2023-07-16,
2023-07-16,1597.33984375
2023-07-17,
2023-07-17,
2023-07-17,
2023-07-17,
2023-07-17,
2023-07-17,1675.4971923828125
2023-07-18,
2023-07-18,
2023-07-18,
2023-07-18,
2023-07-18,
2023-07-18,1660.8426513671875
2023-07-19,
2023-07-19,
2023-07-19,
2023-07-19,
2023-07-19,
2023-07-19,1709.69091796875
2023-07-20,
2023-07-20,
2023-07-20,
2023-07-20,
2023-07-20,
2023-07-20,1641.3033447265625
2023-07-21,
2023-07-21,
2023-07-23,
2023-07-23,
2023-07-23,
2023-07-23,1743.884765625
2023-07-24,
2023-07-24,
2023-07-24,
2023-07-24,
2023-07-24,
2023-07-24,1685.266845703125
2023-07-25,
2023-07-25,
2023-07-25,
2023-07-25,
2023-07-25,
2023-07-25,1660.8426513671875
2023-07-26,
2023-07-26,
2023-07-26,
2023-07-26,
2023-07-26,
2023-07-26,1685.266845703125
2023-07-27,
2023-07-27,
2023-07-27,
2023-07-27,
2023-07-27,
2023-07-27,1655.957763671875
2023-07-28,
2023-07-28,
2023-07-30,
2023-07-30,
2023-07-30,
2023-07-30,1699.9212646484375
2023-07-31,
2023-07-31,
2023-07-31,
2023-07-31,
2023-07-31,
2023-07-31,1651.072998046875
2023-08-01,
2023-08-01,
2023-08-01,
2023-08-01,
2023-08-01,
2023-08-01,1611.994384765625
2023-08-02,
2023-08-02,
2023-08-02,
2023-08-02,
2023-08-02,
2023-08-02,1602.224609375
2023-08-03,
2023-08-03,
2023-08-03,
2023-08-03,
2023-08-03,
2023-08-03,1587.5701904296875
2023-08-04,
2023-08-04,
2023-08-06,
2023-08-06,
2023-08-06,
2023-08-06,1563.14599609375
2023-08-07,
2023-08-07,
2023-08-07,
2023-08-07,
2023-08-07,
2023-08-07,1563.14599609375
2023-08-08,
2023-08-08,
2023-08-08,
2023-08-08,
2023-08-08,
2023-08-08,1582.685302734375
2023-08-09,
2023-08-09,
2023-08-09,
2023-08-09,
2023-08-09,
2023-08-09,1621.7640380859375
2023-08-10,
2023-08-10,
2023-08-10,
2023-08-10,
2023-08-10,1621.7640380859375
2023-08-11,
2023-08-11,
2023-08-13,
2023-08-13,
2023-08-13,
2023-08-13,1587.5701904296875
2023-08-14,
2023-08-14,
2023-08-14,
2023-08-14,
2023-08-14,
2023-08-14,
2023-08-15,
2023-08-15,
2023-08-15,
2023-08-15,
2023-08-15,
2023-08-15,1572.9156494140625
2023-08-16,
2023-08-16,
2023-08-16,
2023-08-16,
2023-08-16,
2023-08-16,1748.7696533203125
2023-08-17,
2023-08-17,
2023-08-17,
2023-08-17,
2023-08-17,
2023-08-17,1729.230224609375
2023-08-18,
2023-08-18,
2023-08-20,
2023-08-20,
2023-08-20,
2023-08-20,1787.8482666015625
2023-08-21,
2023-08-21,
2023-08-21,
2023-08-21,
2023-08-21,
2023-08-21,1748.7696533203125
2023-08-22,
2023-08-22,
2023-08-22,
2023-08-22,
2023-08-22,
2023-08-22,1748.7696533203125
2023-08-23,
2023-08-23,
2023-08-23,
2023-08-23,
2023-08-23,
2023-08-23,1729.230224609375
2023-08-24,
2023-08-24,
2023-08-24,
2023-08-24,
2023-08-24,
2023-08-24,1778.07861328125
2023-08-25,
2023-08-25,
2023-08-27,
2023-08-27,
2023-08-27,
2023-08-27,1719.4605712890625
2023-08-28,
2023-08-28,
2023-08-28,
2023-08-28,
2023-08-28,
2023-08-28,1704.80615234375
2023-08-29,
2023-08-29,
2023-08-29,
2023-08-29,
2023-08-29,
2023-08-29,1690.151611328125
2023-08-30,
2023-08-30,
2023-08-30,
2023-08-30,
2023-08-30,
2023-08-30,1660.8426513671875
2023-08-31,
2023-08-31,
2023-08-31,
2023-08-31,
2023-08-31,
2023-08-31,1636.41845703125
2023-09-01,
2023-09-01,
2023-09-03,
2023-09-03,
2023-09-03,
2023-09-03,1651.072998046875
2023-09-04,
2023-09-04,
2023-09-04,
2023-09-04,
2023-09-04,1651.072998046875
2023-09-05,
2023-09-05,
2023-09-05,
2023-09-05,
2023-09-05,
2023-09-05,1665.7274169921875
2023-09-06,
2023-09-06,
2023-09-06,
2023-09-06,
2023-09-06,
2023-09-06,1729.230224609375
2023-09-07,
2023-09-07,
2023-09-07,
2023-09-07,
2023-09-07,
2023-09-07,1787.8482666015625
2023-09-08,
2023-09-08,
2023-09-10,
2023-09-10,
2023-09-10,
2023-09-10,1812.2724609375
2023-09-11,
2023-09-11,
2023-09-11,
2023-09-11,
2023-09-11,
2023-09-11,1763.424072265625
2023-09-12,
2023-09-12,
2023-09-12,
2023-09-12,
2023-09-12,
2023-09-12,1739.0
2023-09-13,
2023-09-13,
2023-09-13,
2023-09-13,
2023-09-13,
2023-09-13,1750.0
2023-09-14,
2023-09-14,
2023-09-14,
2023-09-14,
2023-09-14,
2023-09-14,1780.0
2023-09-15,
2023-09-15,
2023-09-17,
2023-09-17,
2023-09-17,1740.0
2023-09-18,
2023-09-18,
2023-09-18,
2023-09-18,
2023-09-18,
2023-09-18,1735.0
2023-09-19,
2023-09-19,
2023-09-19,
2023-09-19,
2023-09-19,
2023-09-19,1710.0
2023-09-20,
2023-09-20,
2023-09-20,
2023-09-20,
2023-09-20,
2023-09-20,1735.0
2023-09-21,
2023-09-21,
2023-09-21,
2023-09-21,
2023-09-21,
2023-09-21,1785.0
2023-09-22,
2023-09-22,
2023-09-24,
2023-09-24,
2023-09-24,
2023-09-24,1745.0
2023-09-25,
2023-09-25,
2023-09-25,
2023-09-25,
2023-09-25,
2023-09-25,1800.0
2023-09-26,
2023-09-26,
2023-09-26,
2023-09-26,
2023-09-26,
2023-09-26,1740.0
2023-09-27,
2023-09-27,
2023-09-27,
2023-09-27,
2023-09-27,
2023-09-27,1740.0
2023-09-28,
2023-09-28,
2023-09-28,
2023-09-28,
2023-09-28,
2023-09-28,1765.0
2023-09-29,
2023-09-29,
2023-10-01,
2023-10-01,
2023-10-01,
2023-10-01,1730.0
2023-10-02,
2023-10-02,
2023-10-02,
2023-10-02,
2023-10-02,
2023-10-02,1705.0
2023-10-03,
2023-10-03,
2023-10-03,
2023-10-03,
2023-10-03,
2023-10-03,1715.0
2023-10-04,
2023-10-04,
2023-10-04,
2023-10-04,
2023-10-04,
2023-10-04,1755.0
2023-10-05,
2023-10-05,
2023-10-05,
2023-10-05,
2023-10-05,
2023-10-05,1740.0
2023-10-06,
2023-10-06,
2023-10-08,
2023-10-08,
2023-10-08,1715.0
2023-10-09,
2023-10-09,
2023-10-09,
2023-10-09,
2023-10-09,
2023-10-09,1780.0
2023-10-10,
2023-10-10,
2023-10-10,
2023-10-10,
2023-10-10,
2023-10-10,1700.0
2023-10-11,
2023-10-11,
2023-10-11,
2023-10-11,
2023-10-11,
2023-10-11,1715.0
2023-10-12,
2023-10-12,
2023-10-12,
2023-10-12,
2023-10-12,
2023-10-12,1710.0
2023-10-13,
2023-10-13,
2023-10-15,
2023-10-15,
2023-10-15,
2023-10-15,1800.0
2023-10-16,
2023-10-16,
2023-10-16,
2023-10-16,
2023-10-16,
2023-10-16,1850.0
2023-10-17,
2023-10-17,
2023-10-17,
2023-10-17,
2023-10-17,
2023-10-17,1795.0
2023-10-18,
2023-10-18,
2023-10-18,
2023-10-18,
2023-10-18,
2023-10-18,1785.0
2023-10-19,
2023-10-19,
2023-10-19,
2023-10-19,
2023-10-19,
2023-10-19,1690.0
2023-10-20,
2023-10-20,
2023-10-22,
2023-10-22,
2023-10-22,1680.0
2023-10-23,
2023-10-23,
2023-10-23,
2023-10-23,
2023-10-23,
2023-10-23,1720.0
2023-10-24,
2023-10-24,
2023-10-24,
2023-10-24,
2023-10-24,
2023-10-24,1735.0
2023-10-25,
2023-10-25,
2023-10-25,
2023-10-25,
2023-10-25,
2023-10-25,1735.0
2023-10-26,
2023-10-26,
2023-10-26,
2023-10-26,
2023-10-26,
2023-10-26,1765.0
2023-10-27,
2023-10-27,
2023-10-29,
2023-10-29,
2023-10-29,
2023-10-29,1785.0
2023-10-30,
2023-10-30,
2023-10-30,
2023-10-30,
2023-10-30,
2023-10-30,1785.0
2023-10-31,
2023-10-31,
2023-10-31,
2023-10-31,
2023-10-31,
2023-10-31,
2023-11-01,
2023-11-01,
2023-11-01,
2023-11-01,
2023-11-01,
2023-11-01,1755.0
2023-11-02,
2023-11-02,
2023-11-02,
2023-11-02,
2023-11-02,1705.0
2023-11-03,
2023-11-03,
2023-11-05,
2023-11-05,
2023-11-05,
2023-11-05,1750.0
2023-11-06,
2023-11-06,
2023-11-06,
2023-11-06,
2023-11-06,
2023-11-06,1740.0
2023-11-07,
2023-11-07,
2023-11-07,
2023-11-07,
2023-11-07,
2023-11-07,1710.0
2023-11-08,
2023-11-08,
2023-11-08,
2023-11-08,
2023-11-08,
2023-11-08,1705.0
2023-11-09,
2023-11-09,
2023-11-09,
2023-11-09,
2023-11-09,
2023-11-09,1700.0
2023-11-10,
2023-11-10,
2023-11-12,
2023-11-12,
2023-11-12,
2023-11-12,1750.0
2023-11-13,
2023-11-13,
2023-11-13,
2023-11-13,
2023-11-13,
2023-11-13,1790.0
2023-11-14,
2023-11-14,
2023-11-14,
2023-11-14,
2023-11-14,
2023-11-14,1815.0
2023-11-15,
2023-11-15,
2023-11-15,
2023-11-15,
2023-11-15,
2023-11-15,1740.0
2023-11-16,
2023-11-16,
2023-11-16,
2023-11-16,
2023-11-16,
2023-11-16,1760.0
2023-11-17,
2023-11-17,
2023-11-19,
2023-11-19,
2023-11-19,
2023-11-19,1730.0
2023-11-20,
2023-11-20,
2023-11-20,
2023-11-20,
2023-11-20,
2023-11-20,1770.0
2023-11-21,
2023-11-21,
2023-11-21,
2023-11-21,
2023-11-21,
2023-11-21,1765.0
2023-11-22,
2023-11-22,
2023-11-22,
2023-11-22,
2023-11-22,1990.0
2023-11-23,
2023-11-23,
2023-11-23,
2023-11-23,
2023-11-23,
2023-11-23,1855.0
2023-11-24,
2023-11-24,
2023-11-26,
2023-11-26,
2023-11-26,
2023-11-26,1825.0
2023-11-27,
2023-11-27,
2023-11-27,
2023-11-27,
2023-11-27,
2023-11-27,1895.0
2023-11-28,
2023-11-28,
2023-11-28,
2023-11-28,
2023-11-28,
2023-11-28,1920.0
2023-11-29,
2023-11-29,
2023-11-29,
2023-11-29,
2023-11-29,
2023-11-29,1905.0
2023-11-30,
2023-11-30,
2023-11-30,
2023-11-30,
2023-11-30,
2023-11-30,1890.0
2023-12-01,
2023-12-01,
2023-12-03,
2023-12-03,
2023-12-03,
2023-12-03,1900.0
2023-12-04,
2023-12-04,
2023-12-04,
2023-12-04,
2023-12-04,
2023-12-04,1875.0
2023-12-05,
2023-12-05,
2023-12-05,
2023-12-05,
2023-12-05,
2023-12-05,1900.0
2023-12-06,
2023-12-06,
2023-12-06,
2023-12-06,
2023-12-06,
2023-12-06,1855.0
2023-12-07,
2023-12-07,
2023-12-07,
2023-12-07,
2023-12-07,
2023-12-07,1860.0
2023-12-08,
2023-12-08,
2023-12-10,
2023-12-10,
2023-12-10,
2023-12-10,1915.0
2023-12-11,
2023-12-11,
2023-12-11,
2023-12-11,
2023-12-11,
2023-12-11,2020.0
2023-12-12,
2023-12-12,
2023-12-12,
2023-12-12,
2023-12-12,
2023-12-12,1970.0
2023-12-13,
2023-12-13,
2023-12-13,
2023-12-13,
2023-12-13,
2023-12-13,1995.0
2023-12-14,
2023-12-14,
2023-12-14,
2023-12-14,
2023-12-14,
2023-12-14,2090.0
2023-12-15,
2023-12-15,
2023-12-17,
2023-12-17,
2023-12-17,
2023-12-17,2080.0
2023-12-18,
2023-12-18,
2023-12-18,
2023-12-18,
2023-12-18,
2023-12-18,2060.0
2023-12-19,
2023-12-19,
2023-12-19,
2023-12-19,
2023-12-19,
2023-12-19,2070.0
2023-12-20,
2023-12-20,
2023-12-20,
2023-12-20,
2023-12-20,
2023-12-20,2130.0
2023-12-21,
2023-12-21,
2023-12-21,
2023-12-21,
2023-12-21,
2023-12-21,2090.0
2023-12-22,
2023-12-22,
2023-12-24,
2023-12-24,
2023-12-25,
2023-12-25,
2023-12-26,
2023-12-26,
2023-12-26,
2023-12-26,
2023-12-26,
2023-12-26,2010.0
2023-12-27,
2023-12-27,
2023-12-27,
2023-12-27,
2023-12-27,
2023-12-27,2000.0
2023-12-28,
2023-12-28,
2023-12-28,
2023-12-28,
2023-12-28,
2023-12-28,1950.0
2023-12-29,
2023-12-29,
2024-01-01,
2024-01-01,2080.0
2024-01-02,
2024-01-02,
2024-01-02,
2024-01-02,
2024-01-02,2020.0
2024-01-03,
2024-01-03,
2024-01-03,
2024-01-03,
2024-01-03,
2024-01-03,2010.0
2024-01-04,
2024-01-04,
2024-01-04,
2024-01-04,
2024-01-04,
2024-01-04,2010.0
2024-01-05,
2024-01-05,
2024-01-07,
2024-01-07,
2024-01-07,2100.0
2024-01-08,
2024-01-08,
2024-01-08,
2024-01-08,
2024-01-08,
2024-01-08,2130.0
2024-01-09,
2024-01-09,
2024-01-09,
2024-01-09,
2024-01-09,
2024-01-09,2140.0
2024-01-10,
2024-01-10,
2024-01-10,
2024-01-10,
2024-01-10,
2024-01-10,2150.0
2024-01-11,
2024-01-11,
2024-01-11,
2024-01-11,
2024-01-11,
2024-01-11,2200.0
2024-01-12,
2024-01-12,
2024-01-14,
2024-01-14,
2024-01-14,
2024-01-14,2160.0
2024-01-15,
2024-01-15,
2024-01-15,
2024-01-15,
2024-01-15,
2024-01-15,2140.0
2024-01-16,
2024-01-16,
2024-01-16,
2024-01-16,
2024-01-16,
2024-01-16,2110.0
2024-01-17,
2024-01-17,
2024-01-17,
2024-01-17,
2024-01-17,
2024-01-17,2200.0
2024-01-18,
2024-01-18,
2024-01-18,
2024-01-18,
2024-01-18,
2024-01-18,2230.0
2024-01-19,
2024-01-19,
2024-01-21,
2024-01-21,
2024-01-21,
2024-01-21,2250.0
2024-01-22,
2024-01-22,
2024-01-22,
2024-01-22,
2024-01-22,
2024-01-22,2220.0
2024-01-23,
2024-01-23,
2024-01-23,
2024-01-23,
2024-01-23,
2024-01-23,2180.0
2024-01-24,
2024-01-24,
2024-01-24,
2024-01-24,
2024-01-24,
2024-01-24,2230.0
2024-01-25,
2024-01-25,
2024-01-25,
2024-01-25,
2024-01-25,
2024-01-25,2190.0
2024-01-26,
2024-01-26,
2024-01-28,
2024-01-28,
2024-01-28,
2024-01-28,2170.0
2024-01-29,
2024-01-29,
2024-01-29,
2024-01-29,
2024-01-29,
2024-01-29,2190.0
2024-01-30,
2024-01-30,
2024-01-30,
2024-01-30,
2024-01-30,
2024-01-30,2220.0
2024-01-31,
2024-01-31,
2024-01-31,
2024-01-31,
2024-01-31,
2024-01-31,2240.0
2024-02-01,
2024-02-01,
2024-02-01,
2024-02-01,
2024-02-01,
2024-02-01,2270.0
2024-02-02,
2024-02-02,
2024-02-04,
2024-02-04,
2024-02-04,
2024-02-04,2270.0
2024-02-05,
2024-02-05,
2024-02-05,
2024-02-05,
2024-02-05,2250.0
2024-02-06,
2024-02-06,
2024-02-06,
2024-02-06,
2024-02-06,
2024-02-06,2280.0
2024-02-07,
2024-02-07,
2024-02-07,
2024-02-07,
2024-02-07,
2024-02-07,2280.0
2024-02-08,
2024-02-08,
2024-02-08,
2024-02-08,
2024-02-08,
2024-02-08,2290.0
2024-02-09,
2024-02-09,
2024-02-11,
2024-02-11,2270.0
2024-02-12,
2024-02-12,
2024-02-12,
2024-02-12,
2024-02-12,2250.0
2024-02-13,
2024-02-13,
2024-02-13,
2024-02-13,
2024-02-13,
2024-02-13,2250.0
2024-02-14,
2024-02-14,
2024-02-14,
2024-02-14,
2024-02-14,
2024-02-14,2170.0
2024-02-15,
2024-02-15,
2024-02-15,
2024-02-15,
2024-02-15,
2024-02-15,2350.0
2024-02-16,
2024-02-16,
2024-02-18,
2024-02-18,
2024-02-18,
2024-02-18,2370.0
2024-02-19,
2024-02-19,
2024-02-19,
2024-02-19,
2024-02-19,2340.0
2024-02-20,
2024-02-20,
2024-02-20,
2024-02-20,
2024-02-20,
2024-02-20,2300.0
2024-02-21,
2024-02-21,
2024-02-21,
2024-02-21,
2024-02-21,
2024-02-21,2300.0
2024-02-22,
2024-02-22,
2024-02-22,
2024-02-22,
2024-02-22,2330.0
2024-02-23,
2024-02-23,
2024-02-25,
2024-02-25,
2024-02-25,
2024-02-25,2320.0
2024-02-26,
2024-02-26,
2024-02-26,
2024-02-26,
2024-02-26,
2024-02-26,2300.0
2024-02-27,
2024-02-27,
2024-02-27,
2024-02-27,
2024-02-27,
2024-02-27,2290.0
2024-02-28,
2024-02-28,
2024-02-28,
2024-02-28,
2024-02-28,
2024-02-28,2340.0
2024-02-29,
2024-02-29,
2024-02-29,
2024-02-29,
2024-02-29,
2024-02-29,2420.0
2024-03-01,
2024-03-01,
2024-03-03,
2024-03-03,
2024-03-03,
2024-03-03,2430.0
2024-03-04,
2024-03-04,
2024-03-04,
2024-03-04,
2024-03-04,
2024-03-04,2510.0
2024-03-05,
2024-03-05,
2024-03-05,
2024-03-05,
2024-03-05,
2024-03-05,2500.0
2024-03-06,
2024-03-06,
2024-03-06,
2024-03-06,
2024-03-06,
2024-03-06,2530.0
2024-03-07,
2024-03-07,
2024-03-07,
2024-03-07,
2024-03-07,
2024-03-07,2540.0
2024-03-08,
2024-03-08,
2024-03-10,
2024-03-10,
2024-03-10,
2024-03-10,2400.0
2024-03-11,
2024-03-11,
2024-03-11,
2024-03-11,
2024-03-11,
2024-03-11,2450.0
2024-03-12,
2024-03-12,
2024-03-12,
2024-03-12,
2024-03-12,
2024-03-12,2530.0
2024-03-13,
2024-03-13,
2024-03-13,
2024-03-13,
2024-03-13,
2024-03-13,2530.0
2024-03-14,
2024-03-14,
2024-03-14,
2024-03-14,
2024-03-14,
2024-03-14,2480.0
2024-03-15,
2024-03-15,
2024-03-17,
2024-03-17,
2024-03-17,
2024-03-17,2500.0
2024-03-18,
2024-03-18,
2024-03-18,
2024-03-18,
2024-03-18,
2024-03-18,2660.0
2024-03-19,
2024-03-19,
2024-03-19,
2024-03-19,
2024-03-19,2630.0
2024-03-20,
2024-03-20,
2024-03-20,
2024-03-20,
2024-03-20,
2024-03-20,2670.0
2024-03-21,
2024-03-21,
2024-03-21,
2024-03-21,
2024-03-21,
2024-03-21,2740.0
2024-03-22,
2024-03-22,
2024-03-24,
2024-03-24,
2024-03-24,
2024-03-24,2710.0
2024-03-25,
2024-03-25,
2024-03-25,
2024-03-25,
2024-03-25,
2024-03-25,2650.0
2024-03-26,
2024-03-26,
